income,rent,family_size,marital_status,special_conditions,lat,lon,need_score
3257.43,2303.26,6,Divorced,0,24.737581668414144,46.7488229294791,58.28
1141.86,309.16,7,Single,1,24.77637859199519,46.70541998261971,85.83
12601.56,9272.54,7,Married,0,24.881297204466268,46.7696959511159,64.43
1738.39,258.49,4,Widowed,1,24.67284287066712,46.74732271573847,65.95
1948.77,1012.25,3,Divorced,1,24.741010676761583,46.78062166673981,75.78
9573.28,1363.28,10,Single,0,24.734473963078365,46.732263177926654,55.7
13577.04,8870.11,6,Widowed,0,24.799349363949023,46.781287759708505,56.13
16867.62,9848.31,1,Widowed,1,24.714085179647213,46.721274938207955,48.35
1532.01,648.99,9,Divorced,0,24.750352734441954,46.70533353837131,81.94
17783.88,10266.21,5,Married,0,24.862372712014057,46.758249085548044,48.09
16620.79,1637.32,5,Married,0,24.711055802283248,46.78389309735274,28.94
8815.14,2285.11,10,Divorced,1,24.88020780985063,46.78962326302756,80.37
3128.56,1133.57,8,Divorced,0,24.6981315017023,46.71378829635669,54.49
6175.35,4259.28,3,Married,0,24.837445557459333,46.70261652671906,42.59
12922.82,3577.23,10,Single,1,24.796290971407313,46.77673170267147,81.07
1594.63,425.52,6,Married,0,24.727753476421096,46.73502373219691,60.67
8613.11,946.13,5,Single,0,24.612036632996546,46.68678061793329,29.39
16737.19,481.08,6,Widowed,1,24.761471592430343,46.675610840901754,51.15
16004.34,4868.6,6,Divorced,0,24.85572056519658,46.66649293110197,42.17
6216.94,4918.3,1,Single,1,24.752097775665153,46.74453702886431,56.64
3384.9,1646.93,10,Divorced,1,24.846163664453307,46.666206892441025,89.46
14883.85,9401.23,4,Divorced,0,24.83225818760775,46.73851165305098,45.27
19782.53,7497.06,5,Divorced,0,24.725024567447605,46.76110517371316,40.16
19685.8,15407.1,6,Divorced,0,24.784052984778675,46.70798915614206,61.31
12568.22,967.36,8,Widowed,0,24.7775901042495,46.71873432015691,43.08
10345.6,662.61,9,Single,1,24.779775867262565,46.771106533726055,67.56
13895.19,4858.73,9,Married,0,24.853400840807268,46.67610922505866,58.99
6235.87,3465.53,9,Divorced,0,24.880751668732813,46.64039561002387,67.23
4765.45,3254.86,6,Widowed,0,24.766510745248222,46.76741586032423,57.32
3595.03,1623.3,3,Widowed,0,24.788149593386752,46.70686502400897,33.06
12762.24,9968.61,9,Married,1,24.763693887482138,46.713349953267056,96.24
16832.38,2154.84,10,Single,0,24.74463176215279,46.78048010485105,55.12
9388.98,3735.28,8,Married,0,24.791950774298254,46.703354520236964,55.91
5310.03,2371.59,3,Divorced,0,24.819079993771663,46.75336497604383,32.86
9718.88,6342.51,4,Widowed,0,24.81474310594195,46.76948144209618,46.1
3523.22,1859.32,7,Single,0,24.732650249453897,46.70999094799015,56.11
12294.38,7548.33,2,Married,0,24.811464680256165,46.76851851327167,34.56
12544.58,6648.02,10,Divorced,1,24.773054920301792,46.74386636916544,91.2
5106.05,4025.15,3,Single,1,24.83798324478942,46.70842143055821,66.53
9544.56,7618.53,8,Single,1,24.801454869058503,46.72789036737831,91.93
1689.01,385.64,9,Divorced,1,24.76321593983864,46.79293884259936,94.13
12647.89,560.32,3,Married,1,24.815370817449402,46.77867548180003,36.77
3172.98,2161.91,4,Married,1,24.839373940357717,46.739050192081635,67.25
14567.97,11201.64,2,Divorced,1,24.80819764856475,46.722486662170326,60.76
6594.85,5062.48,9,Married,0,24.790308317624422,46.731492847281615,75.71
1541.23,508.73,7,Married,0,24.778949798249638,46.767757851271845,68.2
10036.44,6318.52,10,Married,1,24.733188965838327,46.84261936378427,95.18
15924.42,698.32,1,Married,1,24.723799130925016,46.677290569360615,26.75
15663.56,8389.04,6,Divorced,0,24.832005543675002,46.77758313469815,51.42
950.66,383.63,7,Single,1,24.80530599085261,46.76941727546321,91.14
15287.71,2197.97,4,Widowed,1,24.773487661357656,46.693137281425706,45.75
10562.85,3404.09,7,Widowed,1,24.777890227909687,46.7041419144244,67.89
3218.27,1299.83,4,Single,0,24.822855986670888,46.73064713092489,36.16
14088.9,5091.04,10,Single,1,24.732825140160376,46.72193070791735,84.45
10197.58,6781.41,9,Married,1,24.79474657271378,46.7098137723598,91.6
17329.57,13138.06,4,Single,1,24.73298898022168,46.75018436057459,70.33
15953.3,5864.03,3,Single,0,24.786348328555437,46.712652841231446,29.7
2394.05,988.08,6,Married,0,24.750548084719085,46.74960249686788,66.51
5066.04,1348.79,7,Widowed,1,24.701695782925135,46.667626811281174,65.65
14445.84,9279.23,3,Single,0,24.738177788937378,46.72732764241441,40.69
12638.74,6351.75,5,Divorced,0,24.7896453782799,46.81176781084748,45.1
15227.63,5577.53,4,Married,1,24.816982981160102,46.73000307350183,54.65
1187.35,385.06,9,Widowed,0,24.773149189604865,46.68787353176811,77.97
14588.62,2655.26,10,Married,1,24.77317434320038,46.723567068053995,77.28
15088.06,4923.16,3,Single,0,24.790235928016905,46.696638452822384,28.05
6716.13,3314.16,9,Divorced,0,24.80006732571206,46.81463694565013,64.74
6583.29,4810.4,10,Divorced,0,24.768661992577158,46.75808558610495,79.23
12662.39,7798.04,2,Single,1,24.808607199585555,46.717938976405705,54.63
16174.18,10339.21,7,Widowed,0,24.78530462409052,46.73862962003909,60.57
15843.62,2426.39,5,Married,1,24.778983804927442,46.699349510807224,51.13
3322.37,1924.51,9,Single,0,24.77532550871295,46.76289991456227,68.17
12906.39,5891.25,10,Single,0,24.84665718038975,46.78596354130426,68.26
16511.03,12215.02,7,Married,0,24.88175912287558,46.6996326218556,64.59
11172.8,2560.15,7,Single,1,24.817716031836035,46.747167100286916,64.17
3071.05,509.96,10,Widowed,1,24.883590146660886,46.69758508573224,76.64
14086.91,4154.77,2,Single,1,24.732113907890962,46.7080303677278,41.8
4469.54,652.93,2,Married,0,24.66790521378451,46.71171224891596,15.84
2640.9,1659.91,7,Widowed,0,24.736143366922317,46.74551968932381,80.14
15041.39,8637.19,5,Married,1,24.791187798788858,46.8318085419608,67.97
15599.16,5964.73,8,Widowed,0,24.821621191909305,46.70915481721688,55.3
12528.16,722.33,2,Divorced,0,24.72917926643258,46.762595958575325,12.31
3896.77,1494.73,10,Divorced,0,24.70808833964897,46.82957293829272,65.34
12157.75,842.61,4,Married,1,24.833072006036065,46.71454121739477,42.77
11072.52,3968.29,7,Widowed,0,24.688443273545456,46.80569361870827,49.34
11189.95,4241.99,5,Married,1,24.76837300773737,46.79989081559867,60.16
8810.84,4967.75,4,Married,0,24.69437861706028,46.70803124885231,42.55
19048.19,1550.47,10,Widowed,0,24.77436218498591,46.74034902968824,53.26
5459.84,3621.46,9,Married,1,24.751596726426037,46.76914249661738,91.53
13552.54,9783.43,7,Married,0,24.720718978530872,46.730881025748936,63.88
18210.54,1897.21,3,Widowed,1,24.780114781585596,46.76372194170294,39.17
12757.24,8432.64,4,Divorced,1,24.809680743904444,46.68176789540811,66.44
16788.26,5288.7,1,Married,1,24.69739429146322,46.80188384109493,37.6
16203.09,7759.25,4,Married,0,24.79071570059898,46.700575673172175,39.15
10064.84,2912.81,7,Widowed,0,24.85165759877613,46.74378373171464,46.58
10676.44,1123.42,8,Widowed,1,24.83306485920319,46.7413759240705,64.21
17499.32,12725.92,9,Divorced,0,24.877137396244102,46.82576704212216,74.09
18122.19,10794.39,4,Divorced,0,24.761651792576046,46.78657854754772,43.83
7025.3,277.12,7,Married,0,24.80636879747926,46.806431577876616,36.58
12137.43,9070.8,6,Widowed,1,24.725853826970994,46.77230257299992,79.89
4505.51,762.27,7,Single,1,24.82702122434248,46.65006302567885,61.77
16461.21,8049.75,3,Widowed,0,24.714937074366713,46.636038391111995,34.56
553.67,345.57,1,Married,1,24.76062965827777,46.7738771127898,69.97
19613.28,15525.59,7,Divorced,1,24.849217852604802,46.74170473902099,86.66
12956.05,2938.93,3,Married,1,24.855530777278567,46.66899492708926,44.07
6568.58,293.98,10,Single,1,24.68893087803224,46.73522261505517,71.79
16906.72,7512.16,10,Single,1,24.793303272446966,46.73636526259529,87.77
1467.45,358.86,8,Married,0,24.670727894998006,46.73354399802436,69.78
3068.16,1368.34,4,Divorced,1,24.70887652497476,46.771483627441505,57.84
16745.95,7340.72,8,Widowed,1,24.792429912304843,46.69100601068363,77.53
1331.17,443.12,6,Married,0,24.748406654133166,46.68503932390555,63.32
4634.9,3014.64,10,Single,0,24.77096604513634,46.78575711602506,76.02
6140.45,812.43,5,Single,0,24.724813697683224,46.76320232577589,30.29
5160.22,2436.36,1,Single,1,24.747587119081377,46.69835635838688,43.89
6595.77,4723.43,3,Married,0,24.768748482002273,46.68623788387903,43.65
5772.57,2560.62,5,Widowed,1,24.746417534732643,46.67810610537056,62.74
8035.36,2584.62,7,Divorced,0,24.87233625664582,46.73976317759858,47.87
560.93,340.21,10,Married,0,24.739113724600372,46.748698995536714,94.26
19684.71,5467.85,6,Single,1,24.76848359751546,46.72695152002334,61.11
1415.45,956.36,2,Widowed,0,24.80480833500217,46.77587538550237,57.03
12746.76,5888.24,8,Divorced,0,24.747574942619476,46.709209087967764,58.48
1660.06,474.03,6,Divorced,0,24.76034741514242,46.62290394176322,61.42
10527.93,5894.88,7,Widowed,1,24.69834044689007,46.80634371337223,77.4
16385.75,12438.48,7,Divorced,1,24.856348385675066,46.72554819802218,85.36
16204.09,5430.05,7,Divorced,0,24.802927848152788,46.753562507727175,48.4
3718.36,1760.16,10,Single,0,24.928044040422762,46.79397874557173,68.93
6099.95,1848.67,7,Single,0,24.76770412042596,46.69022297796998,47.12
6867.49,4478.03,6,Divorced,1,24.693777683987122,46.74817318179336,76.08
12946.86,4687.74,9,Single,1,24.736282462735787,46.66688731452012,79.48
11098.78,5366.8,8,Married,1,24.741771355787876,46.68392259981928,79.34
19295.42,7225.42,1,Single,0,24.858457081753627,46.78208198784747,19.98
18304.46,14631.94,10,Widowed,1,24.77370136793417,46.811997206944504,100.0
6321.93,3057.13,2,Single,0,24.777968415382382,46.69493578993359,29.34
8505.63,2965.14,7,Divorced,0,24.850256203863484,46.76494550218423,48.94
17362.24,9250.76,8,Married,1,24.722237692283677,46.72848306609582,81.31
4741.38,2537.7,7,Single,0,24.730319087330763,46.668860013451784,56.41
2217.78,1691.6,6,Divorced,1,24.820408877376583,46.83347083202351,100.0
16887.41,12599.25,10,Widowed,0,24.704171621309044,46.766148461834526,79.84
9580.27,5759.78,2,Single,0,24.74156787154391,46.71364373081177,34.05
5225.29,3052.55,2,Single,0,24.74448030378806,46.69480046151601,33.37
7049.91,5178.0,1,Single,0,24.776526081397243,46.69645249417945,34.38
9960.7,7124.95,10,Divorced,1,24.787622841288993,46.73548809452754,98.61
12397.73,8496.28,5,Single,0,24.76215259765668,46.69262181689792,52.41
18156.96,9541.98,9,Widowed,0,24.745261433471583,46.775769561291284,66.02
7083.3,4418.5,10,Widowed,1,24.79914585938122,46.689122237760074,94.95
12745.32,8211.44,7,Married,1,24.77906661527146,46.77556935616859,80.77
19509.12,1584.37,9,Widowed,1,24.690629735943933,46.765168009618996,68.25
7076.15,4395.39,9,Divorced,1,24.74096881205271,46.76652993342966,89.85
12943.59,6811.24,10,Married,0,24.735937042172875,46.64775589496677,71.05
7211.54,4373.02,4,Widowed,1,24.692722878105844,46.74040424733307,64.26
10672.8,3887.11,7,Married,0,24.787086125086073,46.69278416874478,49.57
18999.76,893.6,9,Single,0,24.80602962293887,46.65492399688655,46.88
16084.22,11199.08,4,Single,0,24.770796010067635,46.67744919001188,47.85
17878.41,10153.83,9,Widowed,0,24.741508194609892,46.74036993356582,67.72
1045.34,451.61,10,Married,0,24.731079331735803,46.71877222278851,87.28
12751.39,1245.72,4,Divorced,1,24.824414640460724,46.70915540652384,43.91
16930.83,5911.58,9,Married,1,24.81588460560326,46.681514657267115,78.97
4516.29,1606.06,8,Single,0,24.800590208895766,46.81007843103289,54.22
8708.04,3615.29,3,Married,1,24.650517774993638,46.69815523722647,51.61
18535.18,14065.59,9,Widowed,1,24.80295360635903,46.72784773069785,95.35
15717.43,11355.42,4,Married,0,24.792657293668565,46.70780074066421,48.9
11693.55,2416.32,10,Widowed,1,24.778429489373647,46.730216138230396,78.27
4216.33,3370.7,1,Divorced,1,24.83248910308299,46.75072104216506,56.98
3619.44,2835.35,8,Widowed,1,24.790980133103762,46.71740615169388,91.33
13491.39,7499.46,3,Divorced,0,24.749719688796375,46.71637209060902,37.23
16397.31,6631.34,4,Widowed,1,24.793822607118916,46.716950775958985,56.18
19572.89,1145.71,7,Divorced,1,24.788588742844823,46.84177003993227,57.34
2658.88,1162.06,6,Divorced,1,24.817656235171587,46.721698823391606,87.48
17111.52,9767.04,4,Widowed,1,24.8341606961082,46.71759623134892,62.83
18591.5,5217.79,1,Single,0,24.67219377324111,46.68759568445413,16.23
10806.81,2520.95,3,Divorced,0,24.680560403948707,46.720424325797936,24.33
11449.99,7227.84,5,Married,0,24.775020918959477,46.821821865613764,50.25
18903.78,5730.83,9,Widowed,1,24.790446368688208,46.72704497355956,77.13
19486.5,8004.82,3,Widowed,1,24.815570279059177,46.6274432345496,51.43
519.16,246.89,4,Widowed,1,24.78588072790543,46.77654325969435,79.02
17414.21,5899.51,1,Single,0,24.700170687711008,46.79518770216035,18.55
706.95,389.25,5,Single,0,24.791024820374723,46.71723560430496,67.02
17745.4,12774.21,5,Single,1,24.805739093305316,46.85153464289022,73.79
15091.6,11358.86,9,Single,0,24.783193312752925,46.75041102931502,75.11
12564.77,5444.7,6,Widowed,1,24.751131955022988,46.69550778152676,67.33
7481.42,4530.77,2,Married,1,24.815616790827214,46.695195808704554,54.22
10713.11,4528.99,4,Married,0,24.77767831186097,46.714117127661744,36.91
15997.25,11449.05,8,Widowed,0,24.79804899128732,46.75468310526435,68.63
8127.94,4700.59,10,Divorced,0,24.825976997212894,46.712499180057264,73.13
16758.37,7837.04,9,Divorced,0,24.76060625323533,46.68906181421088,63.71
6565.59,2448.15,1,Widowed,0,24.751885336996196,46.75686502465224,19.92
10691.99,5340.37,7,Widowed,1,24.811949430832268,46.69189173379112,74.98
1383.98,455.18,1,Widowed,1,24.817580296005282,46.805781892940246,58.16
2520.92,1949.37,7,Divorced,0,24.794771745161185,46.8318397906279,85.93
5423.32,2605.2,4,Single,0,24.73541054004482,46.67576726483443,39.21
19652.37,1484.92,2,Single,0,24.685163987554787,46.81280221557446,13.02
16705.69,10334.38,9,Widowed,0,24.806818282817705,46.735220766454475,69.74
1466.52,827.32,7,Married,0,24.78809843131599,46.68172554763508,77.57
19859.52,13711.73,3,Single,0,24.89638759898084,46.74446105909876,42.62
11055.35,5832.49,9,Married,0,24.779569739730245,46.77428833119493,66.1
3361.68,1890.55,8,Divorced,0,24.798150461586836,46.74919420121395,62.5
10803.57,4534.0,5,Married,1,24.734576277227735,46.7615734178568,61.79
14253.54,1194.05,8,Single,1,24.868201224823753,46.80527100230775,63.35
5149.27,2131.38,4,Single,1,24.853759331331972,46.71243921617844,56.56
18088.31,14396.59,10,Single,0,24.72461975898707,46.731710653995016,81.84
730.37,260.26,10,Married,1,24.776886245614435,46.792709575923546,100.0
14770.76,3023.64,8,Single,1,24.68947676851426,46.81447751597303,68.19
12156.83,4975.16,8,Divorced,0,24.76619960507105,46.71665594650263,56.37
12283.49,1990.63,3,Single,1,24.723494781236994,46.65525716640671,41.48
11555.37,7074.77,7,Divorced,0,24.815258529198097,46.74166589835942,59.49
18832.11,3647.1,3,Married,1,24.70960195501295,46.67324606139682,42.75
9562.35,7206.64,8,Widowed,1,24.757310765035495,46.82145107626447,90.15
3176.53,2489.01,3,Divorced,1,24.76112043243182,46.66284285234409,66.34
8484.69,1280.86,2,Married,0,24.761812846795703,46.72436382151262,16.04
19587.82,835.25,5,Widowed,0,24.63925566785292,46.73528525667411,26.71
18779.41,14138.88,8,Married,1,24.762553273489566,46.77281031824067,90.12
8144.76,5279.67,8,Married,1,24.866547804747267,46.79432825147739,85.93
8056.08,5601.29,6,Widowed,1,24.76065556547226,46.682673704562916,77.81
19443.42,13750.79,8,Widowed,0,24.902767990162495,46.740960921700726,68.29
18313.69,10035.66,3,Divorced,1,24.77479646459565,46.7367937456445,56.92
14540.43,9072.92,3,Widowed,1,24.784004238038392,46.7307819794038,59.96
8013.68,541.04,6,Widowed,0,24.74541689965599,46.71065705293798,32.7
16249.58,11781.76,4,Single,1,24.772462336489202,46.71082876144331,69.0
18560.68,3140.85,10,Widowed,0,24.738457710866143,46.74332151138459,56.77
11030.74,3851.5,1,Divorced,0,24.76135113912896,46.81319964942914,18.97
14235.07,7705.72,6,Married,0,24.64155150958035,46.79257534259612,51.65
18848.96,715.09,5,Married,1,24.83640425962488,46.63433048837959,46.52
3245.34,1820.26,9,Single,1,24.756965620295983,46.71942795670021,87.44
1613.87,356.27,7,Widowed,0,24.70372441526411,46.699109165620456,63.83
14782.35,5183.44,10,Single,1,24.718571207726708,46.82561352217118,84.03
4088.59,3033.65,7,Single,1,24.820883919657373,46.80157775474971,84.68
15878.66,4061.37,5,Married,1,24.810183603202162,46.68154741143914,55.23
675.6,338.65,6,Divorced,1,24.747873986686013,46.76246872806139,90.05
4517.31,201.56,5,Widowed,1,24.712993609555404,46.77364992150862,46.78
4409.14,1861.11,7,Single,1,24.762083730092094,46.71925895962252,71.88
11274.26,8404.83,1,Widowed,0,24.809647998410174,46.7602131655743,34.82
13543.24,2710.31,9,Single,0,24.756051691709047,46.79596649016821,53.0
4448.43,2611.23,5,Divorced,0,24.720046833620007,46.768796780347216,48.48
3212.81,2448.04,5,Widowed,0,24.80375506289842,46.7225226780343,55.48
1463.08,710.8,7,Widowed,1,24.790406651112107,46.675444321180734,94.43
5143.41,731.96,1,Widowed,0,24.820301350960346,46.72875489317785,10.69
10612.09,2116.21,8,Single,0,24.74796384897405,46.79045046129185,47.98
5836.85,1838.81,6,Single,0,24.738882815472863,46.66757693518182,42.6
17334.62,12991.75,1,Widowed,1,24.696268541323807,46.76830049756728,54.98
6959.81,307.62,8,Married,1,24.710078532375185,46.82573970909922,61.77
1851.23,329.99,8,Widowed,1,24.670003529605815,46.8228228184145,87.13
18461.79,5659.81,6,Widowed,1,24.784650873360132,46.73316434440648,62.26
11285.25,3542.88,7,Widowed,0,24.746854045659553,46.757956805717605,47.56
13036.57,8602.47,9,Widowed,0,24.77221826487876,46.79316509410083,71.39
4883.68,3745.82,5,Single,1,24.779811382433103,46.74551508807309,75.68
18161.58,2626.42,2,Divorced,0,24.75591938938931,46.73515271881394,15.78
18236.08,6139.57,6,Divorced,0,24.789490088444605,46.65249158036717,43.47
9572.8,3809.37,5,Single,0,24.706690728894714,46.77516320470114,40.92
12863.78,1125.18,10,Married,0,24.782643271906398,46.72880083318237,53.5
10118.62,7549.09,1,Married,1,24.77502169665327,46.75537908526808,54.84
7182.3,5712.48,8,Divorced,1,24.747112015984534,46.699084763729886,91.81
16297.17,10526.87,2,Divorced,1,24.783892262754886,46.68908136111925,55.84
9612.83,2027.3,9,Divorced,1,24.794512637785726,46.652870819788106,73.44
4924.62,3897.52,10,Married,1,24.825557781866284,46.76162987412065,100.0
10952.47,2829.33,4,Single,0,24.786901486715696,46.787134549197276,30.33
